OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,isPurebred,ReproductiveStatus
1,Dog,Male,Adolescent,German Shepherd Mix,Black/Tan,0,Neutered
3,Cat,Female,Senior,Domestic Shorthair Mix,Blue,0,Neutered
0,Cat,Male,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Neutered
1,Dog,Female,Adult,Dachshund,Red,1,Neutered
3,Dog,Male,Senior,Border Collie Mix,Black/White,0,Neutered
2,Dog,Female,Senior,Beagle Mix,Tricolor,0,Neutered
1,Cat,Male,Adolescent,Domestic Shorthair Mix,Blue/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Tan/White,0,Intact
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Black/White,0,Neutered
3,Cat,Unknown,Baby,Domestic Shorthair Mix,Gray Tabby,0,Unknown
0,Dog,Male,Adult,Chihuahua Shorthair Mix,Brown,0,Neutered
3,Cat,Unknown,Baby,Domestic Shorthair Mix,Black,0,Unknown
2,Cat,Female,Adult,Siamese Mix,Calico Point,0,Neutered
0,Dog,Male,Adolescent,American Bulldog Mix,Brown Brindle/White,0,Neutered
0,Dog,Female,Baby,Labrador Retriever Mix,Tan/White,0,Neutered
0,Dog,Male,Adolescent,Dachshund/Pembroke Welsh Corgi,Red/White,0,Neutered
2,Dog,Male,Adolescent,German Shepherd/Great Dane,Brown,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Cream,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Blue,0,Neutered
0,Dog,Female,Adolescent,Boxer Mix,Red,0,Neutered
0,Dog,Male,Baby,Australian Cattle Dog/Pit Bull,Black/White,0,Neutered
0,Dog,Female,Adolescent,Finnish Spitz Mix,Cream,0,Neutered
0,Cat,Male,Baby,Domestic Medium Hair Mix,Cream Tabby,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Gray Tabby/White,0,Intact
1,Dog,Female,Baby,Australian Cattle Dog Mix,Blue Merle/Tan,0,Intact
2,Dog,Male,Adult,Dachshund Mix,Brown,0,Neutered
0,Dog,Female,Adolescent,Miniature Schnauzer Mix,Gray,0,Neutered
0,Dog,Male,Baby,Border Collie Mix,Black/White,0,Neutered
3,Dog,Male,Senior,Rat Terrier Mix,Tricolor,0,Neutered
1,Dog,Female,Senior,Boxer Mix,Red/White,0,Neutered
0,Dog,Male,Baby,Chihuahua Shorthair/Dachshund Wirehair,Tan/White,0,Neutered
3,Dog,Male,Adolescent,Catahoula/Pit Bull,Brown/White,0,Neutered
1,Dog,Male,Adolescent,Australian Shepherd,Red Merle/White,1,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Cream Tabby,0,Intact
2,Cat,Male,Baby,Domestic Longhair Mix,Brown Tabby/White,0,Intact
2,Dog,Female,Adult,Miniature Poodle Mix,Black/White,0,Neutered
4,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Dog,Female,Adolescent,German Shepherd Mix,Tan/White,0,Neutered
2,Dog,Female,Baby,Chihuahua Shorthair Mix,Black Brindle/White,0,Intact
2,Dog,Male,Adolescent,Chinese Sharpei Mix,Tan,0,Intact
2,Dog,Female,Unknown,Beagle/Chihuahua Shorthair,White,0,Intact
2,Dog,Male,Adolescent,Catahoula Mix,Tricolor,0,Intact
3,Dog,Male,Adolescent,American Staffordshire Terrier Mix,Brown/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Dog,Male,Adolescent,Pit Bull Mix,White,0,Neutered
0,Cat,Female,Baby,Domestic Medium Hair Mix,Brown Tabby,0,Neutered
0,Dog,Male,Adolescent,Labrador Retriever Mix,Black/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
0,Dog,Female,Adolescent,Boxer Mix,Tan/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Blue Tabby/White,0,Neutered
2,Dog,Male,Adolescent,Pit Bull Mix,Brown/White,0,Neutered
0,Dog,Male,Baby,Boxer/Catahoula,Brown Brindle/White,0,Neutered
3,Dog,Female,Adult,Pit Bull,Blue/White,1,Neutered
2,Dog,Female,Adult,Great Pyrenees/Standard Poodle,White,0,Neutered
2,Cat,Female,Adult,Domestic Longhair Mix,Black/White,0,Intact
0,Dog,Female,Adult,German Shorthair Pointer Mix,Black/White,0,Neutered
2,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Brown,0,Intact
1,Dog,Female,Adult,Labrador Retriever Mix,Brown/White,0,Intact
0,Dog,Male,Baby,Australian Cattle Dog Mix,Blue Merle,0,Neutered
1,Dog,Male,Senior,Labrador Retriever,Black,1,Neutered
2,Dog,Female,Senior,Rat Terrier Mix,Black/White,0,Intact
2,Dog,Female,Adolescent,Lhasa Apso/Shih Tzu,Tan/White,0,Intact
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Blue,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Intact
0,Dog,Female,Adolescent,German Shepherd Mix,Tricolor,0,Neutered
0,Dog,Male,Senior,Golden Retriever Mix,Buff/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Blue Tabby,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Lynx Point,0,Intact
2,Dog,Male,Adolescent,Beagle/Dachshund,Red/White,0,Neutered
2,Dog,Male,Adolescent,German Shorthair Pointer Mix,Black/Blue Merle,0,Neutered
0,Dog,Male,Adolescent,Chihuahua Shorthair/Dachshund,Brown,0,Neutered
0,Dog,Female,Adolescent,Pit Bull Mix,Blue/White,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Blue,0,Unknown
0,Dog,Female,Adult,Rottweiler,Black/Brown,1,Neutered
0,Dog,Male,Adult,Miniature Poodle Mix,White,0,Neutered
1,Dog,Female,Senior,Border Collie/Labrador Retriever,Chocolate/White,0,Neutered
1,Dog,Male,Adolescent,Lhasa Apso,Cream/White,1,Neutered
1,Dog,Female,Adolescent,Bloodhound Mix,Black/Brown,0,Neutered
0,Dog,Female,Adolescent,Labrador Retriever Mix,Tan/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Neutered
1,Dog,Male,Adolescent,Affenpinscher Mix,Brown/White,0,Intact
0,Dog,Female,Baby,Anatol Shepherd/Border Collie,Tan/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Torbie/White,0,Intact
2,Cat,Female,Baby,Domestic Shorthair Mix,Tortie,0,Intact
0,Cat,Male,Adolescent,Domestic Shorthair Mix,Cream Tabby/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
0,Dog,Male,Senior,Beagle Mix,Brown/White,0,Neutered
0,Cat,Male,Senior,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Dog,Male,Adolescent,Labrador Retriever/Rhod Ridgeback,Black/White,0,Neutered
1,Dog,Male,Senior,Australian Shepherd Mix,Tricolor,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Intact
0,Dog,Female,Adolescent,Pit Bull Mix,Blue/White,0,Neutered
1,Dog,Male,Adolescent,Miniature Poodle Mix,White,0,Neutered
4,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Intact
1,Dog,Female,Adult,Labrador Retriever Mix,Black,0,Neutered
0,Cat,Female,Baby,Domestic Medium Hair Mix,Lynx Point/White,0,Neutered
0,Dog,Female,Senior,Miniature Poodle/Miniature Schnauzer,White,0,Intact
3,Dog,Male,Adolescent,Border Collie/Labrador Retriever,Black/White,0,Intact
0,Dog,Male,Adult,Labrador Retriever/Rottweiler,Black,0,Neutered
0,Dog,Male,Baby,Jack Russell Terrier,Black/White,1,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
1,Dog,Female,Adult,Pit Bull Mix,Tan/White,0,Neutered
2,Dog,Male,Adult,Shih Tzu Mix,Black/White,0,Intact
0,Dog,Male,Baby,Australian Cattle Dog Mix,Tricolor,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
0,Dog,Male,Baby,Pointer Mix,Black/White,0,Neutered
0,Dog,Male,Adolescent,Manchester Terrier Mix,Tricolor,0,Neutered
1,Dog,Female,Adult,Boxer,Brown Brindle/White,1,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Unknown
0,Dog,Male,Adolescent,Border Collie/Standard Schnauzer,Black/White,0,Neutered
2,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Sable,0,Intact
1,Dog,Male,Senior,Australian Cattle Dog Mix,Blue Merle,0,Neutered
2,Dog,Male,Senior,Pit Bull Mix,Chocolate/White,0,Neutered
2,Dog,Male,Baby,Dachshund Mix,Red,0,Intact
1,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Black/Tan,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
2,Dog,Male,Baby,Australian Cattle Dog Mix,Black/White,0,Intact
1,Dog,Male,Adult,Pit Bull Mix,Brown/White,0,Neutered
0,Dog,Male,Adolescent,Chihuahua Shorthair Mix,White,0,Neutered
1,Dog,Male,Adult,Shih Tzu Mix,Black/White,0,Neutered
0,Dog,Male,Adolescent,Beauceron/Labrador Retriever,Black/Tan,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
0,Dog,Male,Adolescent,Pit Bull Mix,Brown/White,0,Neutered
0,Cat,Male,Senior,Domestic Shorthair Mix,Black/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Dog,Female,Adolescent,Wire Hair Fox Terrier Mix,White/Yellow,0,Intact
3,Cat,Male,Baby,Domestic Shorthair Mix,Cream Tabby,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Intact
0,Dog,Female,Baby,Flat Coat Retriever/Papillon,Black,0,Neutered
2,Cat,Male,Adolescent,Domestic Longhair Mix,Blue/White,0,Neutered
0,Cat,Male,Baby,Domestic Longhair Mix,Orange Tabby,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Torbie,0,Intact
0,Dog,Male,Adult,Miniature Poodle Mix,Gray/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Blue Tabby,0,Intact
0,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Tan/White,0,Neutered
3,Cat,Male,Baby,Siamese Mix,Flame Point,0,Intact
2,Cat,Female,Unknown,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Dog,Female,Adult,Miniature Poodle Mix,White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
1,Dog,Male,Adolescent,German Shepherd,Black/Brown,1,Intact
2,Cat,Female,Adolescent,Domestic Medium Hair Mix,Black,0,Neutered
1,Dog,Female,Adult,Chihuahua Shorthair/Dachshund,Tan,0,Neutered
2,Dog,Female,Senior,Cocker Spaniel,Black/Brown,1,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
0,Dog,Male,Baby,Miniature Schnauzer Mix,Gray/White,0,Neutered
2,Dog,Male,Senior,German Shepherd Mix,Black/Red,0,Intact
0,Dog,Female,Adolescent,Pit Bull Mix,Tan/White,0,Neutered
0,Dog,Male,Adolescent,Field Spaniel Mix,Black,0,Neutered
1,Dog,Male,Adult,Plott Hound,Brown Brindle/White,1,Neutered
0,Dog,Female,Baby,Labrador Retriever Mix,Black/White,0,Neutered
2,Dog,Female,Adolescent,Pit Bull Mix,Fawn/White,0,Intact
0,Dog,Female,Adult,Pit Bull,Black/White,1,Neutered
2,Dog,Male,Adult,West Highland Mix,White,0,Neutered
1,Dog,Male,Adolescent,Basset Hound Mix,Tricolor,0,Neutered
0,Dog,Male,Baby,Standard Poodle Mix,Black/Gray,0,Neutered
0,Cat,Female,Adolescent,Domestic Shorthair Mix,Blue/White,0,Neutered
2,Dog,Male,Adult,Pit Bull Mix,Tan/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Orange Tabby,0,Neutered
1,Dog,Female,Adult,Bruss Griffon Mix,White,0,Neutered
2,Cat,Female,Baby,Domestic Medium Hair Mix,Torbie,0,Intact
0,Dog,Female,Adolescent,Staffordshire Mix,Black/White,0,Neutered
1,Dog,Female,Senior,Border Collie Mix,Black,0,Neutered
3,Dog,Male,Adolescent,Miniature Poodle Mix,White,0,Intact
2,Dog,Female,Adult,Labrador Retriever/Standard Poodle,White,0,Neutered
1,Dog,Female,Adult,Border Collie Mix,Black/White,0,Neutered
1,Dog,Male,Adult,Chihuahua Shorthair/Dachshund Wirehair,Cream/White,0,Neutered
2,Cat,Female,Adult,Domestic Shorthair Mix,Calico,0,Intact
2,Dog,Female,Baby,Labrador Retriever Mix,Tan,0,Intact
0,Dog,Female,Baby,Manchester Terrier Mix,Red,0,Neutered
1,Dog,Male,Adult,Keeshond Mix,Sable/Tan,0,Neutered
2,Dog,Female,Baby,Labrador Retriever Mix,Black/White,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Torbie,0,Neutered
0,Cat,Female,Baby,Domestic Medium Hair Mix,Blue Tabby,0,Neutered
1,Dog,Male,Senior,Labrador Retriever Mix,Black,0,Intact
1,Dog,Female,Senior,Pit Bull Mix,Brown Brindle,0,Neutered
2,Dog,Female,Baby,Labrador Retriever Mix,Chocolate/White,0,Intact
0,Dog,Female,Senior,Chihuahua Shorthair Mix,Chocolate/White,0,Neutered
2,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Brown/White,0,Intact
3,Dog,Male,Adolescent,Labrador Retriever Mix,Red/White,0,Intact
1,Dog,Male,Senior,Chihuahua Shorthair Mix,Black/Tan,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Dog,Female,Adolescent,Black Mouth Cur Mix,Brown,0,Neutered
0,Dog,Female,Baby,Labrador Retriever Mix,Black/White,0,Neutered
0,Dog,Male,Adolescent,Yorkshire Terrier Mix,Blue/Tan,0,Neutered
0,Cat,Female,Adolescent,Domestic Shorthair Mix,Cream Tabby/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Blue,0,Intact
2,Dog,Male,Baby,Chihuahua Shorthair Mix,Tan,0,Intact
0,Dog,Male,Adolescent,Vizsla,Red,1,Neutered
2,Dog,Male,Baby,Irish Setter/Pit Bull,Brown/White,0,Intact
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Dog,Male,Baby,Border Collie Mix,Black/White,0,Intact
3,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Intact
2,Dog,Male,Baby,Labrador Retriever Mix,Sable,0,Intact
2,Dog,Male,Baby,Labrador Retriever Mix,Black/White,0,Intact
0,Dog,Male,Adolescent,Pit Bull Mix,White,0,Neutered
2,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Tan,0,Neutered
2,Dog,Male,Baby,Pointer Mix,Black/White,0,Neutered
1,Dog,Male,Adolescent,Labrador Retriever/Pointer,Brown/White,0,Neutered
3,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Intact
0,Dog,Male,Baby,Labrador Retriever Mix,Chocolate/White,0,Neutered
0,Dog,Male,Adolescent,Jack Russell Terrier Mix,Black/White,0,Neutered
0,Dog,Male,Baby,Labrador Retriever Mix,Black,0,Neutered
1,Dog,Female,Adolescent,Doberman Pinsch/Pit Bull,Black/Tan,0,Neutered
0,Dog,Female,Adolescent,Blue Lacy Mix,Blue/White,0,Neutered
0,Dog,Female,Baby,Flat Coat Retriever Mix,Black,0,Neutered
0,Dog,Female,Adolescent,Great Pyrenees Mix,White,0,Neutered
0,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Tan/White,0,Neutered
1,Dog,Male,Adult,Chihuahua Shorthair Mix,Tan,0,Neutered
3,Dog,Male,Senior,Labrador Retriever Mix,Black,0,Intact
0,Dog,Male,Adolescent,Siberian Husky Mix,White,0,Neutered
0,Dog,Male,Baby,Labrador Retriever/Pit Bull,Black/White,0,Neutered
2,Cat,Female,Adolescent,Domestic Longhair,Torbie,1,Neutered
0,Dog,Male,Adolescent,German Shepherd Mix,Black/Tan,0,Neutered
2,Dog,Male,Adolescent,Blue Lacy/Pointer,Tricolor,0,Neutered
2,Cat,Male,Adult,Domestic Shorthair Mix,Black,0,Intact
2,Cat,Male,Adolescent,Domestic Longhair Mix,Black/White,0,Neutered
2,Dog,Male,Baby,Chihuahua Shorthair Mix,Red,0,Intact
1,Dog,Male,Adult,Beagle/Pug,Tan,0,Neutered
2,Dog,Female,Baby,Australian Shepherd Mix,Black/Brown,0,Intact
0,Dog,Female,Adult,Dachshund Longhair Mix,Cream,0,Neutered
0,Dog,Female,Adolescent,Labrador Retriever Mix,Black/White,0,Neutered
0,Dog,Male,Adolescent,American Staffordshire Terrier Mix,Blue/White,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Flame Point,0,Neutered
1,Dog,Male,Adult,Australian Cattle Dog/Beagle,Brown/Red Tick,0,Neutered
0,Cat,Female,Baby,Domestic Medium Hair Mix,Torbie,0,Neutered
0,Dog,Male,Senior,Chihuahua Longhair Mix,Black/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
2,Dog,Female,Adolescent,Australian Kelpie Mix,Black,0,Neutered
2,Dog,Female,Baby,Border Collie Mix,Black/White,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Cat,Female,Adolescent,Domestic Shorthair Mix,Torbie,0,Neutered
0,Dog,Female,Adult,Miniature Poodle Mix,White,0,Neutered
0,Dog,Female,Baby,Pit Bull Mix,Chocolate/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
2,Cat,Male,Baby,Snowshoe Mix,Blue Point,0,Intact
2,Dog,Female,Adolescent,Pit Bull Mix,Brown/White,0,Intact
0,Dog,Female,Adult,Pug/Rat Terrier,Brown/White,0,Neutered
3,Dog,Male,Adult,German Shepherd/Labrador Retriever,Black,0,Intact
2,Dog,Female,Senior,Chihuahua Shorthair Mix,Tan/White,0,Intact
2,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Tan/White,0,Neutered
2,Dog,Male,Adult,Chihuahua Longhair,Brown/White,1,Neutered
0,Dog,Male,Adolescent,Airedale Terrier Mix,Black/Tan,0,Neutered
1,Dog,Male,Baby,Chihuahua Shorthair Mix,Red/White,0,Neutered
1,Dog,Male,Senior,Rat Terrier Mix,Tricolor,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Black,0,Neutered
1,Dog,Female,Adult,Chihuahua Shorthair Mix,Buff,0,Neutered
0,Dog,Male,Baby,Chihuahua Shorthair Mix,Black/Tan,0,Neutered
1,Dog,Male,Adolescent,Dachshund Mix,Red,0,Neutered
0,Dog,Female,Baby,Chihuahua Longhair/Maltese,Tan/White,0,Neutered
2,Dog,Female,Senior,Rat Terrier Mix,Black/White,0,Neutered
0,Dog,Male,Adult,Australian Cattle Dog Mix,Black/White,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Black,0,Unknown
1,Dog,Male,Adolescent,Jack Russell Terrier Mix,White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Dog,Male,Adolescent,German Shepherd/Labrador Retriever,Brown,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
0,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Cat,Male,Senior,Domestic Shorthair Mix,Blue/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Calico,0,Intact
0,Cat,Female,Adult,Domestic Shorthair Mix,Torbie,0,Neutered
2,Dog,Male,Adolescent,Boxer/Bull Terrier,Brown Brindle/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
0,Dog,Male,Adolescent,Beagle/Dachshund,Tan/White,0,Neutered
1,Cat,Male,Adult,Domestic Shorthair Mix,Blue/White,0,Neutered
2,Dog,Female,Adolescent,Border Collie Mix,Black/White,0,Neutered
2,Dog,Female,Baby,Australian Kelpie Mix,Black/Tan,0,Intact
3,Dog,Male,Senior,Beagle Mix,Tricolor,0,Neutered
1,Dog,Female,Adult,Pit Bull Mix,Black/White,0,Neutered
2,Cat,Unknown,Adolescent,Domestic Shorthair Mix,Brown Tabby/White,0,Unknown
0,Dog,Female,Senior,Pointer Mix,Tan/White,0,Neutered
0,Dog,Male,Baby,Pit Bull Mix,Blue/White,0,Neutered
2,Dog,Male,Baby,Catahoula Mix,Brown Merle/White,0,Intact
3,Dog,Male,Adolescent,Labrador Retriever/Pointer,Black/White,0,Neutered
0,Dog,Male,Adult,Border Collie,Tricolor/White,1,Neutered
3,Dog,Male,Adolescent,Pit Bull Mix,Brown Brindle/White,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Blue,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
0,Dog,Male,Adult,Chihuahua Shorthair Mix,Tan/White,0,Neutered
2,Dog,Male,Adolescent,Miniature Poodle Mix,White,0,Neutered
3,Dog,Female,Adult,Pit Bull Mix,Blue/White,0,Intact
1,Dog,Female,Adolescent,Labrador Retriever Mix,Tan/White,0,Neutered
3,Dog,Male,Adult,Australian Cattle Dog Mix,Blue Merle,0,Neutered
1,Dog,Male,Adult,Chihuahua Shorthair/Dachshund,Brown,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Black/White,0,Unknown
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Cream Tabby,0,Neutered
1,Cat,Female,Adolescent,Domestic Shorthair Mix,Black,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Dog,Male,Adolescent,Rat Terrier Mix,Black/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
0,Dog,Male,Adult,Miniature Poodle Mix,White,0,Neutered
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Cat,Male,Adolescent,Domestic Shorthair Mix,Orange Tabby,0,Neutered
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Orange Tabby,0,Neutered
2,Dog,Female,Adolescent,Rottweiler,Black/Brown,1,Neutered
2,Dog,Male,Adolescent,Pit Bull Mix,Tan,0,Intact
1,Dog,Male,Adolescent,Pit Bull Mix,Black Brindle/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
0,Dog,Female,Adolescent,Golden Retriever Mix,Gold,0,Neutered
0,Dog,Male,Senior,Dachshund,Black/Brown,1,Neutered
2,Dog,Male,Baby,Chihuahua Shorthair/Dachshund,Brown/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Calico,0,Neutered
0,Dog,Male,Adolescent,Pit Bull Mix,Blue/White,0,Neutered
0,Dog,Female,Adult,Beagle/Jack Russell Terrier,Black/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Dog,Female,Adolescent,Dogo Argentino Mix,White,0,Neutered
0,Dog,Male,Adolescent,Miniature Schnauzer Mix,Black/Tan,0,Neutered
0,Dog,Female,Baby,Border Collie Mix,Chocolate/White,0,Neutered
0,Dog,Female,Adolescent,Siberian Husky Mix,Black/White,0,Neutered
1,Dog,Male,Adolescent,West Highland Mix,Tan/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Intact
1,Cat,Male,Adolescent,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
1,Dog,Male,Senior,Miniature Schnauzer Mix,Brown/Silver,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
2,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Black/White,0,Neutered
0,Dog,Female,Baby,Chihuahua Shorthair/Dachshund Wirehair,Black,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
0,Dog,Female,Adolescent,Basset Hound/Pit Bull,Brown Brindle,0,Neutered
1,Dog,Female,Adult,Chihuahua Shorthair Mix,Brown/Tan,0,Neutered
0,Dog,Male,Adolescent,Picardy Sheepdog Mix,Cream,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Gray Tabby,0,Unknown
0,Dog,Male,Senior,Chinese Sharpei Mix,Tan/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Orange Tabby/White,0,Intact
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby,0,Unknown
0,Dog,Female,Adolescent,Shih Tzu,Brown/White,1,Neutered
1,Dog,Male,Adolescent,Australian Cattle Dog/Pit Bull,White,0,Neutered
0,Dog,Female,Baby,German Shepherd Mix,Black/Brown,0,Neutered
0,Dog,Male,Baby,Patterdale Terr Mix,Black/White,0,Intact
0,Dog,Male,Adolescent,Pit Bull Mix,Fawn,0,Neutered
0,Dog,Female,Adolescent,Labrador Retriever Mix,Brown,0,Neutered
0,Dog,Female,Adult,Chihuahua Shorthair Mix,Fawn/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Blue Tabby,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,White,0,Neutered
1,Dog,Female,Adolescent,Boston Terrier Mix,Black/White,0,Intact
2,Dog,Male,Adult,Labrador Retriever Mix,Brown/White,0,Neutered
0,Dog,Female,Adolescent,Labrador Retriever Mix,Tan/White,0,Neutered
0,Dog,Male,Adolescent,Pit Bull Mix,Fawn/White,0,Neutered
4,Cat,Unknown,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Unknown
0,Cat,Male,Baby,Domestic Medium Hair Mix,Brown Tabby,0,Neutered
1,Dog,Male,Adolescent,German Shepherd/Labrador Retriever,Chocolate,0,Neutered
0,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Brown,0,Neutered
0,Dog,Male,Baby,Chihuahua Shorthair Mix,Black/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Blue Tabby,0,Neutered
2,Dog,Male,Adult,Labrador Retriever Mix,Black/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
