OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,isPurebred,Breed 1,Breed 2,Color 1,Color 2
Return_to_owner,Dog,Spayed Female,3 years,0,German Shepherd Mix,German Shepherd Mix,Black,Brown
Return_to_owner,Dog,Neutered Male,5 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Sable,White
Euthanasia,Dog,Spayed Female,13 years,0,Chow Chow,Labrador Retriever,Tan,Tan
Return_to_owner,Dog,Neutered Male,8 months,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,White
Transfer,Cat,Intact Female,1 year,0,Siamese Mix,Siamese Mix,Seal Point,Seal Point
Return_to_owner,Dog,Neutered Male,2 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown,Brown
Adoption,Dog,Spayed Female,4 months,0,Border Terrier Mix,Border Terrier Mix,Tan,White
Adoption,Dog,Spayed Female,4 years,0,Chihuahua Shorthair,Miniature Poodle,Cream,Cream
Transfer,Dog,Neutered Male,3 years,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Blue Merle,Blue Merle
Transfer,Dog,Intact Female,3 years,0,German Shepherd Mix,German Shepherd Mix,Black,Tan
Transfer,Dog,Neutered Male,4 years,1,German Shepherd,German Shepherd,Black,Brown
Euthanasia,Cat,Neutered Male,10 years,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Orange Tabby,Orange Tabby
Return_to_owner,Dog,Intact Male,2 years,0,Pit Bull Mix,Pit Bull Mix,Blue,White
Return_to_owner,Dog,Neutered Male,11 months,0,Australian Cattle Dog,Beagle,Brown,Brown
Transfer,Cat,Intact Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Return_to_owner,Dog,Neutered Male,9 years,0,Shiba Inu Mix,Shiba Inu Mix,Cream,Red
Transfer,Cat,Intact Female,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Transfer,Cat,Intact Female,1 month,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Return_to_owner,Dog,Spayed Female,11 years,0,Shih Tzu Mix,Shih Tzu Mix,Black,White
Transfer,Cat,Neutered Male,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,White
Adoption,Dog,Spayed Female,2 months,0,Australian Cattle Dog,Pointer,Brown,White
Adoption,Dog,Spayed Female,1 year,0,Shiba Inu Mix,Shiba Inu Mix,Red,Red
Return_to_owner,Dog,Neutered Male,2 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,White
Transfer,Cat,Intact Male,3 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Adoption,Dog,Spayed Female,9 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Brown,Brown
Transfer,Cat,Intact Male,4 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Adoption,Cat,Neutered Male,3 years,1,Bengal,Bengal,Brown Tiger,Brown Tiger
Adoption,Cat,Neutered Male,2 months,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Blue Point,Blue Point
Adoption,Dog,Neutered Male,3 months,0,Cairn Terrier Mix,Cairn Terrier Mix,Black,Tan
Return_to_owner,Dog,Intact Male,1 year,0,German Shepherd Mix,German Shepherd Mix,Black,Brown
Transfer,Cat,Neutered Male,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Blue
Transfer,Dog,Spayed Female,5 months,1,Border Collie,Border Collie,Black,Black
Return_to_owner,Dog,Spayed Female,1 year,0,Pit Bull Mix,Pit Bull Mix,Brown,White
Return_to_owner,Dog,Intact Male,5 months,0,Australian Cattle Dog,Bloodhound,Brown Brindle,White
Return_to_owner,Cat,Spayed Female,9 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Agouti,Agouti
Adoption,Dog,Spayed Female,2 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown Brindle,White
Adoption,Cat,Spayed Female,10 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Adoption,Dog,Neutered Male,1 year,0,Miniature Schnauzer Mix,Miniature Schnauzer Mix,Tan,White
Adoption,Dog,Spayed Female,1 month,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,White
Adoption,Dog,Neutered Male,2 years,0,English Shepherd Mix,English Shepherd Mix,Tricolor,Tricolor
Transfer,Cat,Intact Female,5 months,0,Siamese Mix,Siamese Mix,Lynx Point,Lynx Point
Transfer,Dog,Spayed Female,5 years,0,West Highland Mix,West Highland Mix,White,White
Transfer,Dog,Intact Female,3 years,0,Pit Bull Mix,Pit Bull Mix,White,White
Euthanasia,Dog,Intact Female,5 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Brown,Brown
Return_to_owner,Dog,Intact Female,6 months,0,German Shepherd Mix,German Shepherd Mix,Sable,Sable
Transfer,Cat,Intact Female,3 days,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,White
Transfer,Cat,Spayed Female,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Adoption,Cat,Neutered Male,4 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Transfer,Cat,Intact Male,2 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Transfer,Dog,Unknown,6 days,0,Chihuahua Shorthair,Pit Bull,Brown Brindle,Brown Brindle
Return_to_owner,Dog,Neutered Male,2 years,0,Boxer,Pit Bull,Red,White
Transfer,Dog,Spayed Female,10 years,0,Cocker Spaniel,Labrador Retriever,Buff,Buff
Return_to_owner,Dog,Spayed Female,5 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Red,Red
Transfer,Cat,Intact Female,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Calico
Adoption,Dog,Neutered Male,8 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Yellow,Yellow
Euthanasia,Dog,Spayed Female,4 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,Black
Transfer,Cat,Spayed Female,10 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Transfer,Cat,Unknown,2 weeks,0,Siamese Mix,Siamese Mix,Tortie Point,Tortie Point
Transfer,Dog,Spayed Female,3 months,0,Catahoula Mix,Catahoula Mix,Sable,Sable
Transfer,Dog,Intact Female,9 months,0,Miniature Poodle,Shih Tzu,Black,White
Transfer,Cat,Intact Female,6 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Calico
Return_to_owner,Dog,Spayed Female,1 year,0,Dalmatian,Pit Bull,Black,White
Adoption,Dog,Spayed Female,2 years,0,Labrador Retriever,Pit Bull,Tan,White
Return_to_owner,Dog,Neutered Male,2 years,0,Boxer Mix,Boxer Mix,Red,White
Transfer,Cat,Intact Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,White
Adoption,Dog,Neutered Male,2 months,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,White
Return_to_owner,Dog,Spayed Female,7 years,0,Australian Shepherd,English Setter,Tan,White
Adoption,Dog,Neutered Male,3 years,0,Cairn Terrier Mix,Cairn Terrier Mix,Black,Tan
Transfer,Dog,Neutered Male,4 years,0,Rottweiler Mix,Rottweiler Mix,Black,Tan
Return_to_owner,Cat,Neutered Male,10 years,0,Cornish Rex Mix,Cornish Rex Mix,Black,White
Adoption,Cat,Neutered Male,2 months,1,Siamese,Siamese,Lilac Point,Lilac Point
Adoption,Dog,Spayed Female,1 year,0,Chihuahua Shorthair,Rat Terrier,Brown,White
Transfer,Cat,Unknown,2 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Adoption,Dog,Neutered Male,1 month,0,Blue Lacy,Labrador Retriever,Black,White
Transfer,Cat,Spayed Female,6 months,0,Domestic Longhair Mix,Domestic Longhair Mix,Tortie,Tortie
Adoption,Dog,Neutered Male,8 months,0,Miniature Schnauzer Mix,Miniature Schnauzer Mix,Buff,Buff
Return_to_owner,Dog,Spayed Female,1 year,0,Jack Russell Terrier,Miniature Schnauzer,Black,Brown
Transfer,Cat,Spayed Female,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Calico
Adoption,Cat,Neutered Male,3 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Transfer,Dog,Spayed Female,3 years,0,Yorkshire Terrier Mix,Yorkshire Terrier Mix,Silver,Tan
Transfer,Dog,Intact Male,9 months,0,Pit Bull Mix,Pit Bull Mix,Blue,White
Adoption,Cat,Neutered Male,5 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,White
Adoption,Dog,Spayed Female,1 year,0,Pit Bull Mix,Pit Bull Mix,Black,White
Adoption,Dog,Spayed Female,8 months,0,Border Collie,Canaan Dog,Black,White
Adoption,Dog,Neutered Male,2 years,0,Shiba Inu Mix,Shiba Inu Mix,Red,Red
Return_to_owner,Dog,Intact Female,11 months,0,Toy Poodle Mix,Toy Poodle Mix,Brown,Brown
Return_to_owner,Dog,Neutered Male,6 years,0,Flat Coat Retriever Mix,Flat Coat Retriever Mix,Black,White
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Transfer,Dog,Neutered Male,1 year,0,Boxer Mix,Boxer Mix,Red,White
Adoption,Dog,Neutered Male,2 years,0,English Bulldog Mix,English Bulldog Mix,Brown Brindle,White
Return_to_owner,Dog,Neutered Male,2 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,Black
Transfer,Dog,Intact Female,3 years,0,Rottweiler Mix,Rottweiler Mix,Black,Brown
Transfer,Cat,Intact Male,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Adoption,Dog,Neutered Male,1 year,0,Pit Bull Mix,Pit Bull Mix,Tan,White
Transfer,Cat,Intact Male,2 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Blue Tabby
Transfer,Dog,Spayed Female,5 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,White
Return_to_owner,Dog,Neutered Male,3 months,0,Siberian Husky Mix,Siberian Husky Mix,Cream,White
Adoption,Dog,Spayed Female,1 year,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown,White
Transfer,Dog,Intact Male,1 month,0,Miniature Poodle,Pekingese,Tricolor,Tricolor
Transfer,Cat,Intact Female,3 weeks,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Blue Tabby,Blue Tabby
Transfer,Cat,Intact Female,4 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Transfer,Dog,Neutered Male,1 year,0,Dachshund Longhair Mix,Dachshund Longhair Mix,Blue Merle,Blue Merle
Adoption,Dog,Spayed Female,3 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,White
Adoption,Dog,Spayed Female,2 years,0,Schnauzer Giant Mix,Schnauzer Giant Mix,Black,Black
Adoption,Dog,Spayed Female,4 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown,White
Return_to_owner,Dog,Spayed Female,14 years,0,Standard Poodle Mix,Standard Poodle Mix,Black,Brown
Transfer,Dog,Neutered Male,4 months,0,American Staffordshire Terrier,Black Mouth Cur,Tan,White
Adoption,Dog,Spayed Female,3 months,0,Queensland Heeler Mix,Queensland Heeler Mix,Brown Merle,Brown Merle
Adoption,Dog,Spayed Female,1 year,0,German Shepherd Mix,German Shepherd Mix,White,White
Adoption,Dog,Spayed Female,5 months,1,Chihuahua Shorthair,Chihuahua Shorthair,Brown,White
Return_to_owner,Dog,Spayed Female,7 years,0,Australian Cattle Dog,Collie Smooth,Sable,White
Adoption,Cat,Spayed Female,1 year,0,Siamese Mix,Siamese Mix,Lynx Point,Lynx Point
Transfer,Dog,Intact Female,4 weeks,0,Boxer,German Shepherd,Tricolor,Tricolor
Return_to_owner,Dog,Neutered Male,1 year,0,Whippet Mix,Whippet Mix,Red,Red
Transfer,Cat,Intact Male,3 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,White
Transfer,Cat,Spayed Female,2 years,0,Domestic Longhair Mix,Domestic Longhair Mix,Tortie,Tortie
Adoption,Dog,Spayed Female,1 year,0,Chihuahua Longhair Mix,Chihuahua Longhair Mix,Tan,White
Return_to_owner,Cat,Neutered Male,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Transfer,Cat,Neutered Male,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Return_to_owner,Dog,Spayed Female,8 years,0,Yorkshire Terrier Mix,Yorkshire Terrier Mix,Gray,Tan
Adoption,Dog,Spayed Female,2 years,0,Beagle Mix,Beagle Mix,Tan,White
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,White
Return_to_owner,Dog,Intact Male,2 months,0,Australian Cattle Dog,Queensland Heeler,Blue Merle,Brown
Adoption,Dog,Neutered Male,8 months,0,Pit Bull Mix,Pit Bull Mix,Blue,White
Adoption,Dog,Spayed Female,1 year,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black,Brown
Return_to_owner,Dog,Neutered Male,2 years,0,Pit Bull Mix,Pit Bull Mix,Black,Brown
Adoption,Cat,Spayed Female,4 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Return_to_owner,Dog,Spayed Female,2 years,0,German Shepherd Mix,German Shepherd Mix,Black,Cream
Transfer,Cat,Unknown,3 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Adoption,Dog,Spayed Female,10 months,0,Border Collie,Doberman Pinsch,Black,Brown
Return_to_owner,Dog,Spayed Female,11 months,0,Alaskan Husky,Australian Cattle Dog,Tan,White
Transfer,Cat,Intact Male,3 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Transfer,Cat,Intact Female,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Return_to_owner,Dog,Spayed Female,3 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Tan
Adoption,Dog,Spayed Female,2 months,0,Dachshund Mix,Dachshund Mix,Tan,White
Transfer,Dog,Neutered Male,10 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,White
Adoption,Dog,Neutered Male,2 months,0,Black Mouth Cur Mix,Black Mouth Cur Mix,Black,Brown
Adoption,Cat,Spayed Female,1 month,1,Domestic Longhair,Domestic Longhair,Brown Tabby,White
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Transfer,Dog,Intact Male,2 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,White,White
Adoption,Dog,Neutered Male,5 years,0,Dutch Shepherd Mix,Dutch Shepherd Mix,Brown Brindle,Brown Brindle
Transfer,Cat,Unknown,4 days,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Return_to_owner,Dog,Neutered Male,2 years,0,Collie Smooth Mix,Collie Smooth Mix,Black,White
Adoption,Dog,Neutered Male,4 years,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Black,White
Transfer,Dog,Neutered Male,3 years,0,Miniature Poodle Mix,Miniature Poodle Mix,Black,White
Euthanasia,Cat,Intact Male,3 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Return_to_owner,Dog,Spayed Female,2 years,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Black,White
Transfer,Dog,Neutered Male,5 months,0,Beagle Mix,Beagle Mix,Tan,White
Adoption,Dog,Neutered Male,2 years,0,Miniature Poodle Mix,Miniature Poodle Mix,White,White
Transfer,Cat,Intact Male,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,White
Adoption,Dog,Spayed Female,1 year,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,White
Return_to_owner,Dog,Intact Male,2 months,0,Labrador Retriever Mix,Labrador Retriever Mix,Buff,Buff
Transfer,Cat,Intact Male,4 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Transfer,Cat,Intact Male,4 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Transfer,Cat,Unknown,3 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Adoption,Cat,Spayed Female,3 months,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Torbie,Torbie
Return_to_owner,Dog,Spayed Female,1 year,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Red,White
Transfer,Cat,Intact Female,1 year,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Brown Tabby,White
Adoption,Dog,Neutered Male,4 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown,White
Return_to_owner,Dog,Neutered Male,1 year,0,Pekingese Mix,Pekingese Mix,Black,Red
Return_to_owner,Dog,Spayed Female,7 years,1,Pit Bull,Pit Bull,Brown Brindle,White
Adoption,Cat,Neutered Male,10 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Adoption,Dog,Spayed Female,1 year,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black,White
Transfer,Dog,Intact Female,3 years,0,Labrador Retriever Mix,Labrador Retriever Mix,White,Yellow
Adoption,Dog,Neutered Male,1 year,0,Podengo Pequeno Mix,Podengo Pequeno Mix,Chocolate,White
Adoption,Cat,Spayed Female,2 months,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Blue Tabby,White
Adoption,Dog,Neutered Male,5 months,0,Catahoula Mix,Catahoula Mix,Brown Brindle,Brown Brindle
Adoption,Dog,Spayed Female,5 months,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown,Brown
Adoption,Dog,Neutered Male,1 year,0,Catahoula Mix,Catahoula Mix,Brown Brindle,White
Adoption,Dog,Spayed Female,5 months,0,American Pit Bull Terrier Mix,American Pit Bull Terrier Mix,Black,White
Adoption,Dog,Spayed Female,7 months,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,White
Euthanasia,Cat,Intact Male,3 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Return_to_owner,Cat,Neutered Male,10 years,0,Siamese Mix,Siamese Mix,Lynx Point,Lynx Point
Transfer,Cat,Intact Male,4 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Cream Tabby,Cream Tabby
Transfer,Dog,Spayed Female,1 year,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,White
Adoption,Cat,Neutered Male,4 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Transfer,Dog,Intact Male,2 weeks,0,Rat Terrier,Yorkshire Terrier,Tricolor,Tricolor
Transfer,Cat,Intact Male,3 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Blue Tabby
Euthanasia,Cat,Intact Male,5 years,0,Domestic Longhair Mix,Domestic Longhair Mix,Blue,White
Transfer,Cat,Intact Female,7 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Transfer,Cat,Intact Female,6 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Calico
Adoption,Dog,Spayed Female,1 month,0,German Shepherd,Mastiff,Tan,Tan
Return_to_owner,Dog,Neutered Male,3 years,0,Siberian Husky Mix,Siberian Husky Mix,Black,White
Adoption,Cat,Neutered Male,4 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Return_to_owner,Cat,Neutered Male,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Transfer,Cat,Spayed Female,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Blue Tabby
Adoption,Dog,Spayed Female,2 months,1,Cairn Terrier,Cairn Terrier,Tan,Tan
Transfer,Dog,Neutered Male,1 year,1,Australian Cattle Dog,Australian Cattle Dog,Red,White
Transfer,Cat,Intact Male,1 week,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Transfer,Dog,Intact Female,3 years,0,German Shepherd Mix,German Shepherd Mix,Black,Brown
Adoption,Cat,Neutered Male,1 month,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,White
Euthanasia,Dog,Intact Male,5 years,0,Pit Bull Mix,Pit Bull Mix,Brown Brindle,White
Transfer,Dog,Intact Female,4 months,0,Pit Bull Mix,Pit Bull Mix,Blue,White
Return_to_owner,Dog,Neutered Male,4 years,0,Jack Russell Terrier,Miniature Schnauzer,Brown,White
Adoption,Dog,Neutered Male,10 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Brown,Brown
Transfer,Cat,Intact Male,2 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Adoption,Dog,Spayed Female,1 year,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black,White
Transfer,Dog,Spayed Female,8 years,0,Chihuahua Longhair Mix,Chihuahua Longhair Mix,Brown,White
Transfer,Cat,Intact Female,12 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Blue Tabby
Transfer,Cat,Unknown,2 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Transfer,Cat,Intact Female,1 month,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Adoption,Dog,Neutered Male,4 years,0,Pit Bull Mix,Pit Bull Mix,Blue,White
Adoption,Dog,Neutered Male,10 months,0,Miniature Pinscher Mix,Miniature Pinscher Mix,Black,Tan
Died,Cat,Neutered Male,2 years,0,Domestic Longhair Mix,Domestic Longhair Mix,Black,White
Transfer,Cat,Intact Female,,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Adoption,Dog,Spayed Female,1 year,0,Pit Bull Mix,Pit Bull Mix,Blue,White
Return_to_owner,Dog,Spayed Female,3 years,1,Labrador Retriever,Labrador Retriever,Yellow,Yellow
Euthanasia,Cat,Intact Female,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Transfer,Cat,Intact Male,1 month,0,Siamese Mix,Siamese Mix,Lynx Point,Lynx Point
Euthanasia,Dog,Neutered Male,5 years,0,Pit Bull Mix,Pit Bull Mix,Brown Brindle,White
Adoption,Cat,Spayed Female,10 years,0,Maine Coon Mix,Maine Coon Mix,Brown Tabby,Brown Tabby
Euthanasia,Dog,Neutered Male,4 years,0,Pit Bull Mix,Pit Bull Mix,Blue,White
Adoption,Cat,Spayed Female,9 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Adoption,Dog,Spayed Female,2 years,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Black,White
Transfer,Dog,Spayed Female,10 years,0,Labrador Retriever,Rottweiler,Black,Brown
Transfer,Cat,Intact Female,1 month,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Blue
Adoption,Dog,Spayed Female,4 years,0,Great Pyrenees,Labrador Retriever,Tan,Tan
Return_to_owner,Dog,Spayed Female,3 years,0,Anatol Shepherd Mix,Anatol Shepherd Mix,Tan,White
Transfer,Dog,Spayed Female,6 months,0,Dachshund,Rat Terrier,Brown,White
Transfer,Dog,Intact Female,2 months,0,American Pit Bull Terrier Mix,American Pit Bull Terrier Mix,Tan,Tan
Return_to_owner,Dog,Intact Male,12 years,0,Yorkshire Terrier Mix,Yorkshire Terrier Mix,Black,Brown
Return_to_owner,Dog,Neutered Male,9 years,1,Miniature Pinscher,Miniature Pinscher,Black,Tan
Adoption,Dog,Spayed Female,11 months,0,Miniature Poodle Mix,Miniature Poodle Mix,White,White
Euthanasia,Cat,Intact Female,1 year,0,Siamese Mix,Siamese Mix,White,White
Return_to_owner,Cat,Neutered Male,5 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,White
Return_to_owner,Dog,Neutered Male,12 years,0,Standard Schnauzer Mix,Standard Schnauzer Mix,Gray,Gray
Adoption,Cat,Spayed Female,2 months,0,Manx Mix,Manx Mix,Brown Tabby,Brown Tabby
Euthanasia,Cat,Intact Female,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Blue Tabby
Return_to_owner,Dog,Spayed Female,2 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Red,White
